id,counterparty_gid,hsbc_intragroup_flag,counterparty_fcy_internal_rating,counterparty_lcy_internal_rating,incorporation_country,lgd_classification,pd_classification,entity_class,sub_class,sector,counterparty_dlgd,govt_guarantee_flag,trade_external_rating,counterparty_external_rating,avc,pra_io_mdb_3_1_flag,exposure_ccy,bond_or_loan_flag,original_maturity,residual_maturity,exposure_amount,expected_yield,counterparty_credit_quality_grade
EXP000117,CP00190,N,1.1,1.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4659,N,AA,AA,1.25,N,GBP,B,3.79,3.63,11778444.24,0.0093,INVESTMENT_GRADE
EXP000118,CP00204,N,4.1,4.1,FR,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4361,N,BBB-,BBB-,1.25,N,PLN,B,6.61,0.61,58519506.88,0.0143,HIGH_YIELD
EXP000119,CP00008,N,4.1,4.1,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4465,N,BBB-,BBB-,1.25,N,EUR,L,6.80,2.25,14684102.85,0.0419,HIGH_YIELD
EXP000120,CP00098,N,5.2,5.2,DE,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3837,N,B+,B+,1.0,N,GBP,B,9.40,4.59,45737754.37,0.0694,HIGH_YIELD
EXP000121,CP00106,N,1.2,1.2,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4579,N,,AA-,1.25,N,PLN,B,6.63,1.09,78530495.60,0.0248,INVESTMENT_GRADE
EXP000122,CP00075,N,3.3,3.3,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3731,N,,,1.0,N,GBP,L,7.82,3.31,28287988.41,0.0464,NOT_RATED
EXP000123,CP00235,N,1.2,1.2,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0655,Y,,AA-,1.0,N,GBP,B,8.40,7.29,142367666.50,0.0289,INVESTMENT_GRADE
EXP000124,CP00174,N,4.1,4.1,NL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3749,N,BBB-,BBB-,1.0,N,EUR,B,7.99,4.06,21025863.57,0.0446,HIGH_YIELD
EXP000125,CP00064,N,3.1,3.1,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4167,N,,A-,1.0,N,USD,L,8.44,2.32,11886587.95,0.0174,INVESTMENT_GRADE
EXP000126,CP00132,N,3.2,4.2,US,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0908,Y,BBB+,BBB+,1.0,Y,SEK,B,5.67,4.14,74839371.48,0.0458,INVESTMENT_GRADE
EXP000127,CP00098,N,1.2,1.2,NL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0792,Y,,AA-,1.0,N,EUR,B,2.44,1.51,16374013.63,0.0248,INVESTMENT_GRADE
EXP000128,CP00175,N,2.2,2.2,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4715,N,A,A,1.25,N,PLN,L,2.84,1.95,18099482.75,0.0066,INVESTMENT_GRADE
EXP000129,CP00048,N,4.1,4.1,US,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4694,N,,,1.25,N,SEK,L,4.26,1.41,15067752.24,0.0344,NOT_RATED
EXP000130,CP00046,N,0.1,3.3,PL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1116,Y,,,1.0,N,PLN,B,9.82,7.08,79455743.77,0.0256,NOT_RATED
EXP000131,CP00150,N,5.3,5.3,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4646,Y,B,B,1.25,N,GBP,L,8.43,8.39,68483890.73,0.0851,HIGH_YIELD
EXP000132,CP00147,N,6.1,6.1,US,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4252,N,B-,B-,1.0,N,USD,L,8.68,6.24,5020110.49,0.0817,HIGH_YIELD
EXP000133,CP00222,N,1.1,1.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4285,N,,AA,1.25,N,SEK,B,2.44,2.20,32218596.84,0.0170,INVESTMENT_GRADE
EXP000134,CP00205,N,0.1,0.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0572,Y,,AAA,1.0,N,CHF,B,6.09,1.03,154724082.65,0.0082,INVESTMENT_GRADE
EXP000135,CP00187,N,5.1,5.1,IT,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3871,N,BB-,BB-,1.0,N,SEK,B,4.26,2.30,15599988.97,0.0592,HIGH_YIELD
EXP000136,CP00250,N,3.3,3.3,SE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3701,N,BBB,BBB,1.0,N,CHF,L,5.23,1.52,46155285.67,0.0261,INVESTMENT_GRADE
EXP000137,CP00100,N,1.1,1.1,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4637,N,,,1.25,N,CHF,L,8.15,1.91,39615957.42,0.0314,NOT_RATED
EXP000138,CP00125,N,1.2,6.2,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0644,Y,,AA-,1.0,N,GBP,L,1.99,1.87,58218956.91,0.0296,INVESTMENT_GRADE
EXP000139,CP00212,N,4.1,4.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4504,N,,,1.25,N,CHF,L,9.35,9.10,94703364.79,0.0212,NOT_RATED
EXP000140,CP00017,N,2.2,2.2,US,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4144,N,,,1.0,N,SEK,B,5.25,1.89,5716667.99,0.0202,NOT_RATED
EXP000141,CP00236,N,4.3,4.3,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0458,Y,BB,BB,1.0,N,CHF,B,9.55,1.20,106001082.84,0.0247,HIGH_YIELD
EXP000142,CP00146,N,3.2,3.2,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4344,N,,BBB+,1.25,N,GBP,L,3.72,2.60,24952563.54,0.0112,INVESTMENT_GRADE
EXP000143,CP00002,N,5.2,5.2,NL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4735,N,,B+,1.25,N,CHF,B,4.47,1.16,29112242.74,0.0426,HIGH_YIELD
EXP000144,CP00068,N,0.1,0.1,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3784,N,AAA,AAA,1.0,N,EUR,L,7.77,6.53,13448773.02,0.0318,INVESTMENT_GRADE
EXP000145,CP00087,N,1.1,5.2,GB,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3361,N,AA,AA,1.0,N,GBP,B,2.64,0.34,1177060.42,0.0143,INVESTMENT_GRADE
EXP000146,CP00036,N,1.2,1.2,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4156,N,,,1.0,N,USD,L,7.57,6.30,44508225.07,0.0130,NOT_RATED
EXP000147,CP00061,N,1.2,1.2,NL,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0951,Y,,,1.0,Y,SEK,L,2.61,1.46,106551170.01,0.0072,NOT_RATED
EXP000148,CP00216,N,8.2,8.2,IT,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3719,N,,D,1.0,N,PLN,L,7.53,1.16,34299142.97,0.3967,HIGH_YIELD
EXP000149,CP00116,N,4.2,1.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4432,N,BB+,BB+,1.25,N,GBP,L,7.35,7.06,48243308.49,0.0463,HIGH_YIELD
EXP000150,CP00201,N,3.2,3.2,FR,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4705,N,,BBB+,1.25,N,EUR,B,2.29,0.53,32307018.44,0.0390,INVESTMENT_GRADE
EXP000151,CP00020,N,8.3,8.3,DE,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3564,N,,D,1.0,N,USD,L,9.77,2.46,872137.52,0.7627,HIGH_YIELD
EXP000152,CP00197,N,2.2,2.1,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4538,N,,A,1.25,N,USD,B,9.40,4.19,71411211.14,0.0135,INVESTMENT_GRADE
EXP000153,CP00027,N,3.3,3.3,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4277,N,,BBB,1.0,N,EUR,B,5.17,4.43,46173147.65,0.0196,INVESTMENT_GRADE
EXP000154,CP00257,N,7.2,7.2,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4216,N,C,C,1.25,N,GBP,L,0.74,0.26,21786381.71,0.1356,HIGH_YIELD
EXP000155,CP00152,Y,2.2,3.2,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4236,N,A,A,1.0,N,CHF,L,4.95,3.29,32104726.98,0.0401,INVESTMENT_GRADE
EXP000156,CP00055,N,2.1,2.1,PL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3793,N,,A+,1.0,N,SEK,L,4.77,4.52,8260372.24,0.0089,INVESTMENT_GRADE
EXP000157,CP00082,Y,3.1,3.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4627,N,,,1.25,N,CHF,B,1.71,0.38,84563664.32,0.0292,NOT_RATED
EXP000158,CP00232,N,5.1,5.1,US,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3811,N,,BB-,1.0,N,USD,L,1.40,0.19,20013578.96,0.0330,HIGH_YIELD
EXP000159,CP00126,N,2.1,3.2,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0402,Y,,A+,1.0,N,CHF,L,9.35,7.14,115069184.04,0.0082,INVESTMENT_GRADE
EXP000160,CP00012,N,5.3,2.1,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4788,N,,B,1.25,N,GBP,L,1.06,0.05,26468806.14,0.0628,HIGH_YIELD
EXP000161,CP00057,N,3.2,3.2,ES,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0724,Y,,,1.0,N,SEK,B,9.83,3.39,13031853.19,0.0420,NOT_RATED
EXP000162,CP00258,N,2.1,2.1,FR,LGD_OTHER,PD_CORP,OTHER,OTHER,OTHER,0.4737,N,,,1.0,N,GBP,L,9.23,4.46,1390313.74,0.0200,NOT_RATED
EXP000163,CP00043,Y,1.2,4.2,US,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3783,N,AA-,AA-,1.0,N,SEK,L,5.62,1.54,879622.28,0.0416,INVESTMENT_GRADE
EXP000164,CP00194,N,4.1,4.1,FR,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4293,N,,BBB-,1.0,N,EUR,B,4.69,4.59,4117050.52,0.0311,HIGH_YIELD
EXP000165,CP00157,N,0.1,0.1,ES,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4134,N,,,1.0,N,CHF,L,3.96,3.01,29311319.40,0.0304,NOT_RATED
EXP000166,CP00011,N,3.3,3.3,PL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3948,N,,BBB,1.0,N,USD,L,6.87,3.42,31876252.52,0.0320,INVESTMENT_GRADE
EXP000167,CP00234,N,8.2,8.2,ES,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0575,Y,,,1.0,N,USD,L,2.44,0.55,24057619.06,0.3734,NOT_RATED
EXP000168,CP00048,N,0.1,0.1,ES,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3738,N,,AAA,1.0,N,USD,L,6.13,2.49,31876514.84,0.0284,INVESTMENT_GRADE
EXP000169,CP00158,N,1.2,1.2,FR,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4404,N,,AA-,1.25,N,USD,B,2.57,2.01,49347436.61,0.0125,INVESTMENT_GRADE
EXP000170,CP00036,N,2.1,2.2,CH,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3986,N,,,1.0,N,GBP,B,4.46,4.05,19970593.82,0.0420,NOT_RATED
EXP000171,CP00018,N,4.3,4.3,CH,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4095,N,,BB,1.0,N,PLN,L,7.48,1.88,36751176.71,0.0487,HIGH_YIELD
EXP000172,CP00043,N,8.2,6.1,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3991,N,D,D,1.0,N,EUR,L,4.42,0.35,13641316.71,0.3940,HIGH_YIELD
EXP000173,CP00127,N,3.2,3.1,GB,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3853,N,,BBB+,1.0,N,SEK,B,9.02,1.79,39950950.27,0.0151,INVESTMENT_GRADE
EXP000174,CP00040,N,0.1,0.1,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4464,N,,,1.25,N,PLN,B,8.71,0.59,52862061.07,0.0437,NOT_RATED
EXP000175,CP00034,N,2.1,2.1,PL,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3307,N,,A+,1.0,N,CHF,B,1.83,0.94,1035019.19,0.0197,INVESTMENT_GRADE
EXP000176,CP00062,N,3.3,3.3,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0437,Y,,BBB,1.0,N,CHF,L,3.51,2.14,68417608.19,0.0330,INVESTMENT_GRADE
EXP000177,CP00045,N,7.2,7.2,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0527,Y,,C,1.0,N,GBP,L,8.71,7.51,22610525.53,0.1691,HIGH_YIELD
EXP000178,CP00193,N,2.1,2.1,SE,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3796,N,A+,A+,1.0,N,GBP,L,1.84,0.85,39995434.94,0.0267,INVESTMENT_GRADE
EXP000179,CP00177,N,1.2,1.2,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4250,Y,AA-,AA-,1.0,N,USD,B,2.32,1.79,15141342.71,0.0084,INVESTMENT_GRADE
EXP000180,CP00028,N,2.1,2.2,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3972,N,,A+,1.0,N,CHF,B,2.22,1.40,26175042.18,0.0345,INVESTMENT_GRADE
EXP000181,CP00083,N,5.3,5.3,NL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3946,N,,,1.0,N,EUR,L,3.06,1.23,40492507.50,0.0561,NOT_RATED
EXP000182,CP00212,Y,6.1,6.1,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4236,N,B-,B-,1.0,N,USD,L,1.43,1.41,36728367.57,0.0800,HIGH_YIELD
EXP000183,CP00192,N,2.1,2.1,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0772,Y,,A+,1.0,N,EUR,L,8.67,4.14,243250910.05,0.0313,INVESTMENT_GRADE
EXP000184,CP00237,N,5.2,5.2,DE,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0837,Y,B+,B+,1.0,Y,SEK,B,4.78,3.51,68028812.06,0.0545,HIGH_YIELD
EXP000185,CP00153,N,0.1,4.3,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0203,Y,,AAA,1.0,N,USD,L,7.60,0.53,39205441.56,0.0258,INVESTMENT_GRADE
EXP000186,CP00165,N,1.2,1.2,DE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4187,N,,AA-,1.0,N,CHF,L,8.55,3.16,33922496.10,0.0158,INVESTMENT_GRADE
EXP000187,CP00116,N,2.2,3.1,ES,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1214,Y,,A,1.0,N,GBP,L,3.51,1.18,55761845.62,0.0196,INVESTMENT_GRADE
EXP000188,CP00062,N,2.1,2.1,DE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3841,N,A+,A+,1.0,N,PLN,L,1.40,1.18,9232023.47,0.0342,INVESTMENT_GRADE
EXP000189,CP00191,N,1.2,1.2,IT,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0908,Y,,AA-,1.0,N,EUR,B,5.02,2.71,11114747.06,0.0393,INVESTMENT_GRADE
EXP000190,CP00176,N,2.1,0.1,ES,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1073,Y,,,1.0,N,EUR,L,5.79,1.98,58071562.61,0.0241,NOT_RATED
EXP000191,CP00219,N,3.2,1.2,NL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4239,N,,,1.0,N,GBP,L,5.92,2.02,10801420.73,0.0306,NOT_RATED
EXP000192,CP00107,Y,2.1,3.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4378,N,,,1.25,N,PLN,B,2.57,1.27,52031425.07,0.0204,NOT_RATED
EXP000193,CP00063,N,2.1,5.2,ES,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0429,Y,A+,A+,1.0,N,GBP,L,1.34,0.23,46708144.59,0.0232,INVESTMENT_GRADE
EXP000194,CP00108,N,1.1,1.1,IT,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4199,N,,,1.0,N,CHF,B,3.15,2.62,3834487.86,0.0400,NOT_RATED
EXP000195,CP00143,N,0.1,0.1,PL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4264,N,,AAA,1.0,N,EUR,B,6.98,3.34,45169366.77,0.0430,INVESTMENT_GRADE
EXP000196,CP00194,N,2.1,5.2,SE,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3856,N,A+,A+,1.0,N,CHF,B,9.77,5.49,5014008.74,0.0202,INVESTMENT_GRADE
EXP000197,CP00016,N,3.2,3.2,ES,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4134,N,,BBB+,1.0,N,EUR,B,3.25,2.91,29569949.26,0.0471,INVESTMENT_GRADE
EXP000198,CP00145,N,3.2,3.3,PL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3788,N,,BBB+,1.0,N,EUR,B,1.16,0.96,21570905.22,0.0256,INVESTMENT_GRADE
EXP000199,CP00190,N,0.1,4.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4710,N,AAA,AAA,1.25,N,CHF,L,8.23,7.01,93561127.70,0.0176,INVESTMENT_GRADE
EXP000200,CP00212,N,3.2,4.3,PL,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3913,N,,BBB+,1.0,N,EUR,L,6.66,5.13,28246531.48,0.0475,INVESTMENT_GRADE
EXP000201,CP00076,N,5.3,5.3,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4228,N,,B,1.25,N,PLN,L,0.80,0.64,59726765.61,0.0791,HIGH_YIELD
EXP000202,CP00115,N,2.2,2.2,NL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0826,Y,,,1.0,N,CHF,L,1.09,0.73,14813180.43,0.0447,NOT_RATED
EXP000203,CP00130,N,1.1,1.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0591,Y,,AA,1.0,N,EUR,L,4.08,1.00,160662570.70,0.0294,INVESTMENT_GRADE
EXP000204,CP00128,Y,4.2,0.1,US,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3839,N,,,1.0,N,EUR,B,4.94,2.04,19949108.47,0.0549,NOT_RATED
EXP000205,CP00093,N,5.1,5.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4710,N,,BB-,1.25,N,EUR,L,7.01,3.23,58714609.05,0.0637,HIGH_YIELD
EXP000206,CP00035,N,4.1,4.1,FR,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0949,Y,,BBB-,1.0,N,GBP,L,2.28,0.49,38726722.24,0.0153,HIGH_YIELD
EXP000207,CP00073,N,4.1,2.1,NL,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3828,N,,,1.0,N,CHF,L,4.01,2.51,48755691.14,0.0162,NOT_RATED
EXP000208,CP00149,N,5.1,1.2,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4709,Y,BB-,BB-,1.25,N,GBP,L,0.28,0.17,46416408.52,0.0635,HIGH_YIELD
EXP000209,CP00069,N,5.1,6.1,US,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4056,N,,BB-,1.0,N,CHF,L,5.67,2.55,12392923.92,0.0574,HIGH_YIELD
EXP000210,CP00160,N,1.1,1.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4727,N,,AA,1.25,N,SEK,B,8.42,6.29,32568239.25,0.0260,INVESTMENT_GRADE
EXP000211,CP00234,N,0.1,0.1,IT,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3633,N,AAA,AAA,1.0,N,USD,L,3.06,0.98,772109.18,0.0057,INVESTMENT_GRADE
EXP000212,CP00003,N,3.2,3.2,GB,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4052,N,BBB+,BBB+,1.0,N,EUR,L,2.91,2.41,21470091.41,0.0350,INVESTMENT_GRADE
EXP000213,CP00210,N,4.1,4.1,PL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4382,N,,BBB-,1.25,N,EUR,L,1.76,0.17,6499603.63,0.0320,HIGH_YIELD
EXP000214,CP00195,N,7.1,7.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4357,N,CC,CC,1.25,N,CHF,L,1.90,1.26,29303608.73,0.1434,HIGH_YIELD
EXP000215,CP00148,N,1.1,1.1,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0444,Y,,AA,1.0,N,USD,L,5.85,0.48,98619647.34,0.0396,INVESTMENT_GRADE
EXP000216,CP00171,N,4.3,4.3,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0229,Y,,BB,1.0,N,GBP,L,0.75,0.10,196348227.91,0.0577,HIGH_YIELD
EXP000217,CP00081,N,5.1,5.1,NL,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3807,N,,,1.0,N,GBP,B,6.67,3.80,22496145.77,0.0362,NOT_RATED
EXP000218,CP00176,N,2.2,7.1,NL,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3371,N,A,A,1.0,N,PLN,B,5.30,2.50,372476.94,0.0227,INVESTMENT_GRADE
EXP000219,CP00175,N,4.2,1.2,US,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3924,N,,BB+,1.0,N,SEK,L,7.51,6.31,12613961.82,0.0313,HIGH_YIELD
EXP000220,CP00232,N,5.1,2.1,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3851,N,BB-,BB-,1.0,N,USD,B,6.59,3.20,35739184.99,0.0608,HIGH_YIELD
EXP000221,CP00194,N,3.2,3.3,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4789,N,,BBB+,1.25,N,EUR,L,6.54,3.20,65329188.96,0.0380,INVESTMENT_GRADE
EXP000222,CP00076,N,7.1,7.1,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4366,N,,CC,1.25,N,CHF,L,6.51,4.10,94704776.66,0.1381,HIGH_YIELD
EXP000223,CP00104,N,2.1,2.1,SE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0624,Y,A+,A+,1.0,N,PLN,L,7.71,1.71,59905099.92,0.0108,INVESTMENT_GRADE
EXP000224,CP00162,N,5.1,5.1,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4607,N,,BB-,1.25,N,EUR,B,7.02,2.92,2681939.89,0.0485,HIGH_YIELD
EXP000225,CP00243,N,2.1,2.1,PL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0735,Y,,A+,1.0,N,CHF,B,5.86,2.78,44877839.67,0.0189,INVESTMENT_GRADE
EXP000226,CP00220,N,5.3,5.3,NL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3717,N,,B,1.0,N,GBP,B,5.54,5.14,11375234.47,0.0815,HIGH_YIELD
EXP000227,CP00138,N,1.1,1.1,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0676,Y,AA,AA,1.0,N,PLN,L,2.26,0.92,184137066.67,0.0325,INVESTMENT_GRADE
EXP000228,CP00177,N,3.3,3.3,IT,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3925,N,,,1.0,N,EUR,B,6.48,3.04,32503841.30,0.0318,NOT_RATED
EXP000229,CP00069,N,1.1,1.1,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4788,N,,AA,1.25,N,SEK,L,1.20,0.97,40293093.10,0.0060,INVESTMENT_GRADE
EXP000230,CP00007,N,0.1,0.1,CH,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4058,N,,AAA,1.0,N,CHF,B,0.77,0.68,47227606.77,0.0181,INVESTMENT_GRADE
EXP000231,CP00204,N,8.1,8.1,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4254,N,,D,1.25,N,PLN,L,6.80,2.27,29479488.64,0.2003,HIGH_YIELD
EXP000232,CP00207,N,5.1,6.2,CH,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3294,N,,BB-,1.0,N,PLN,L,1.12,0.24,69125.27,0.0631,HIGH_YIELD
EXP000233,CP00074,N,1.1,1.1,PL,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.1067,Y,,,1.0,Y,PLN,B,3.67,3.07,24800590.27,0.0194,NOT_RATED
EXP000234,CP00191,N,2.2,2.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0356,Y,A,A,1.0,N,PLN,L,7.03,6.68,148143487.70,0.0148,INVESTMENT_GRADE
