scenario_id,projection_year,entity_class,from_rating,to_rating,migration_probability
DOWNSIDE,2027,BANK,0.1,2.2,0.000000
DOWNSIDE,2027,BANK,0.1,3.1,0.000000
DOWNSIDE,2027,BANK,0.1,3.2,0.000000
DOWNSIDE,2027,BANK,0.1,3.3,0.000000
DOWNSIDE,2027,BANK,0.1,4.1,0.000000
DOWNSIDE,2027,BANK,0.1,4.2,0.000000
DOWNSIDE,2027,BANK,0.1,4.3,0.000000
DOWNSIDE,2027,BANK,0.1,5.1,0.000000
DOWNSIDE,2027,BANK,0.1,5.2,0.000000
DOWNSIDE,2027,BANK,0.1,5.3,0.000000
DOWNSIDE,2027,BANK,0.1,6.1,0.000000
DOWNSIDE,2027,BANK,0.1,6.2,0.000000
DOWNSIDE,2027,BANK,0.1,7.1,0.000000
DOWNSIDE,2027,BANK,0.1,7.2,0.000000
DOWNSIDE,2027,BANK,0.1,8.1,0.000000
DOWNSIDE,2027,BANK,0.1,8.2,0.000000
DOWNSIDE,2027,BANK,0.1,8.3,0.000000
DOWNSIDE,2027,BANK,1.1,0.1,0.020000
DOWNSIDE,2027,BANK,1.1,1.1,0.750000
DOWNSIDE,2027,BANK,1.1,1.2,0.160000
DOWNSIDE,2027,BANK,1.1,2.1,0.070000
DOWNSIDE,2027,BANK,1.1,2.2,0.000000
DOWNSIDE,2027,BANK,1.1,3.1,0.000000
DOWNSIDE,2027,BANK,1.1,3.2,0.000000
DOWNSIDE,2027,BANK,1.1,3.3,0.000000
DOWNSIDE,2027,BANK,1.1,4.1,0.000000
DOWNSIDE,2027,BANK,1.1,4.2,0.000000
DOWNSIDE,2027,BANK,1.1,4.3,0.000000
DOWNSIDE,2027,BANK,1.1,5.1,0.000000
DOWNSIDE,2027,BANK,1.1,5.2,0.000000
DOWNSIDE,2027,BANK,1.1,5.3,0.000000
DOWNSIDE,2027,BANK,1.1,6.1,0.000000
DOWNSIDE,2027,BANK,1.1,6.2,0.000000
DOWNSIDE,2027,BANK,1.1,7.1,0.000000
DOWNSIDE,2027,BANK,1.1,7.2,0.000000
DOWNSIDE,2027,BANK,1.1,8.1,0.000000
DOWNSIDE,2027,BANK,1.1,8.2,0.000000
DOWNSIDE,2027,BANK,1.1,8.3,0.000000
DOWNSIDE,2027,BANK,1.2,0.1,0.000000
DOWNSIDE,2027,BANK,1.2,1.1,0.020000
DOWNSIDE,2027,BANK,1.2,1.2,0.750000
DOWNSIDE,2027,BANK,1.2,2.1,0.160000
DOWNSIDE,2027,BANK,1.2,2.2,0.070000
DOWNSIDE,2027,BANK,1.2,3.1,0.000000
DOWNSIDE,2027,BANK,1.2,3.2,0.000000
DOWNSIDE,2027,BANK,1.2,3.3,0.000000
DOWNSIDE,2027,BANK,1.2,4.1,0.000000
DOWNSIDE,2027,BANK,1.2,4.2,0.000000
DOWNSIDE,2027,BANK,1.2,4.3,0.000000
DOWNSIDE,2027,BANK,1.2,5.1,0.000000
DOWNSIDE,2027,BANK,1.2,5.2,0.000000
DOWNSIDE,2027,BANK,1.2,5.3,0.000000
DOWNSIDE,2027,BANK,1.2,6.1,0.000000
DOWNSIDE,2027,BANK,1.2,6.2,0.000000
DOWNSIDE,2027,BANK,1.2,7.1,0.000000
DOWNSIDE,2027,BANK,1.2,7.2,0.000000
DOWNSIDE,2027,BANK,1.2,8.1,0.000000
DOWNSIDE,2027,BANK,1.2,8.2,0.000000
DOWNSIDE,2027,BANK,1.2,8.3,0.000000
DOWNSIDE,2027,BANK,2.1,0.1,0.000000
DOWNSIDE,2027,BANK,2.1,1.1,0.000000
DOWNSIDE,2027,BANK,2.1,1.2,0.020000
DOWNSIDE,2027,BANK,2.1,2.1,0.750000
DOWNSIDE,2027,BANK,2.1,2.2,0.160000
DOWNSIDE,2027,BANK,2.1,3.1,0.070000
DOWNSIDE,2027,BANK,2.1,3.2,0.000000
DOWNSIDE,2027,BANK,2.1,3.3,0.000000
DOWNSIDE,2027,BANK,2.1,4.1,0.000000
DOWNSIDE,2027,BANK,2.1,4.2,0.000000
DOWNSIDE,2027,BANK,2.1,4.3,0.000000
DOWNSIDE,2027,BANK,2.1,5.1,0.000000
DOWNSIDE,2027,BANK,2.1,5.2,0.000000
DOWNSIDE,2027,BANK,2.1,5.3,0.000000
DOWNSIDE,2027,BANK,2.1,6.1,0.000000
DOWNSIDE,2027,BANK,2.1,6.2,0.000000
DOWNSIDE,2027,BANK,2.1,7.1,0.000000
DOWNSIDE,2027,BANK,2.1,7.2,0.000000
DOWNSIDE,2027,BANK,2.1,8.1,0.000000
DOWNSIDE,2027,BANK,2.1,8.2,0.000000
DOWNSIDE,2027,BANK,2.1,8.3,0.000000
DOWNSIDE,2027,BANK,2.2,0.1,0.000000
DOWNSIDE,2027,BANK,2.2,1.1,0.000000
DOWNSIDE,2027,BANK,2.2,1.2,0.000000
DOWNSIDE,2027,BANK,2.2,2.1,0.020000
DOWNSIDE,2027,BANK,2.2,2.2,0.750000
DOWNSIDE,2027,BANK,2.2,3.1,0.160000
DOWNSIDE,2027,BANK,2.2,3.2,0.070000
DOWNSIDE,2027,BANK,2.2,3.3,0.000000
DOWNSIDE,2027,BANK,2.2,4.1,0.000000
DOWNSIDE,2027,BANK,2.2,4.2,0.000000
DOWNSIDE,2027,BANK,2.2,4.3,0.000000
DOWNSIDE,2027,BANK,2.2,5.1,0.000000
DOWNSIDE,2027,BANK,2.2,5.2,0.000000
DOWNSIDE,2027,BANK,2.2,5.3,0.000000
DOWNSIDE,2027,BANK,2.2,6.1,0.000000
DOWNSIDE,2027,BANK,2.2,6.2,0.000000
DOWNSIDE,2027,BANK,2.2,7.1,0.000000
DOWNSIDE,2027,BANK,2.2,7.2,0.000000
DOWNSIDE,2027,BANK,2.2,8.1,0.000000
DOWNSIDE,2027,BANK,2.2,8.2,0.000000
DOWNSIDE,2027,BANK,2.2,8.3,0.000000
DOWNSIDE,2027,BANK,3.1,0.1,0.000000
DOWNSIDE,2027,BANK,3.1,1.1,0.000000
DOWNSIDE,2027,BANK,3.1,1.2,0.000000
DOWNSIDE,2027,BANK,3.1,2.1,0.000000
DOWNSIDE,2027,BANK,3.1,2.2,0.020000
DOWNSIDE,2027,BANK,3.1,3.1,0.750000
DOWNSIDE,2027,BANK,3.1,3.2,0.160000
DOWNSIDE,2027,BANK,3.1,3.3,0.070000
DOWNSIDE,2027,BANK,3.1,4.1,0.000000
DOWNSIDE,2027,BANK,3.1,4.2,0.000000
DOWNSIDE,2027,BANK,3.1,4.3,0.000000
DOWNSIDE,2027,BANK,3.1,5.1,0.000000
DOWNSIDE,2027,BANK,3.1,5.2,0.000000
DOWNSIDE,2027,BANK,3.1,5.3,0.000000
DOWNSIDE,2027,BANK,3.1,6.1,0.000000
DOWNSIDE,2027,BANK,3.1,6.2,0.000000
DOWNSIDE,2027,BANK,3.1,7.1,0.000000
DOWNSIDE,2027,BANK,3.1,7.2,0.000000
DOWNSIDE,2027,BANK,3.1,8.1,0.000000
DOWNSIDE,2027,BANK,3.1,8.2,0.000000
DOWNSIDE,2027,BANK,3.1,8.3,0.000000
DOWNSIDE,2027,BANK,3.2,0.1,0.000000
DOWNSIDE,2027,BANK,3.2,1.1,0.000000
DOWNSIDE,2027,BANK,3.2,1.2,0.000000
DOWNSIDE,2027,BANK,3.2,2.1,0.000000
DOWNSIDE,2027,BANK,3.2,2.2,0.000000
DOWNSIDE,2027,BANK,3.2,3.1,0.020000
DOWNSIDE,2027,BANK,3.2,3.2,0.750000
DOWNSIDE,2027,BANK,3.2,3.3,0.160000
DOWNSIDE,2027,BANK,3.2,4.1,0.070000
DOWNSIDE,2027,BANK,3.2,4.2,0.000000
DOWNSIDE,2027,BANK,3.2,4.3,0.000000
DOWNSIDE,2027,BANK,3.2,5.1,0.000000
DOWNSIDE,2027,BANK,3.2,5.2,0.000000
DOWNSIDE,2027,BANK,3.2,5.3,0.000000
DOWNSIDE,2027,BANK,3.2,6.1,0.000000
DOWNSIDE,2027,BANK,3.2,6.2,0.000000
DOWNSIDE,2027,BANK,3.2,7.1,0.000000
DOWNSIDE,2027,BANK,3.2,7.2,0.000000
DOWNSIDE,2027,BANK,3.2,8.1,0.000000
DOWNSIDE,2027,BANK,3.2,8.2,0.000000
DOWNSIDE,2027,BANK,3.2,8.3,0.000000
DOWNSIDE,2027,BANK,3.3,0.1,0.000000
DOWNSIDE,2027,BANK,3.3,1.1,0.000000
DOWNSIDE,2027,BANK,3.3,1.2,0.000000
DOWNSIDE,2027,BANK,3.3,2.1,0.000000
DOWNSIDE,2027,BANK,3.3,2.2,0.000000
DOWNSIDE,2027,BANK,3.3,3.1,0.000000
DOWNSIDE,2027,BANK,3.3,3.2,0.020000
DOWNSIDE,2027,BANK,3.3,3.3,0.750000
DOWNSIDE,2027,BANK,3.3,4.1,0.160000
DOWNSIDE,2027,BANK,3.3,4.2,0.070000
DOWNSIDE,2027,BANK,3.3,4.3,0.000000
DOWNSIDE,2027,BANK,3.3,5.1,0.000000
DOWNSIDE,2027,BANK,3.3,5.2,0.000000
DOWNSIDE,2027,BANK,3.3,5.3,0.000000
DOWNSIDE,2027,BANK,3.3,6.1,0.000000
DOWNSIDE,2027,BANK,3.3,6.2,0.000000
DOWNSIDE,2027,BANK,3.3,7.1,0.000000
DOWNSIDE,2027,BANK,3.3,7.2,0.000000
DOWNSIDE,2027,BANK,3.3,8.1,0.000000
DOWNSIDE,2027,BANK,3.3,8.2,0.000000
DOWNSIDE,2027,BANK,3.3,8.3,0.000000
DOWNSIDE,2027,BANK,4.1,0.1,0.000000
DOWNSIDE,2027,BANK,4.1,1.1,0.000000
DOWNSIDE,2027,BANK,4.1,1.2,0.000000
DOWNSIDE,2027,BANK,4.1,2.1,0.000000
DOWNSIDE,2027,BANK,4.1,2.2,0.000000
DOWNSIDE,2027,BANK,4.1,3.1,0.000000
DOWNSIDE,2027,BANK,4.1,3.2,0.000000
DOWNSIDE,2027,BANK,4.1,3.3,0.020000
DOWNSIDE,2027,BANK,4.1,4.1,0.750000
DOWNSIDE,2027,BANK,4.1,4.2,0.160000
DOWNSIDE,2027,BANK,4.1,4.3,0.070000
DOWNSIDE,2027,BANK,4.1,5.1,0.000000
DOWNSIDE,2027,BANK,4.1,5.2,0.000000
DOWNSIDE,2027,BANK,4.1,5.3,0.000000
DOWNSIDE,2027,BANK,4.1,6.1,0.000000
DOWNSIDE,2027,BANK,4.1,6.2,0.000000
DOWNSIDE,2027,BANK,4.1,7.1,0.000000
DOWNSIDE,2027,BANK,4.1,7.2,0.000000
DOWNSIDE,2027,BANK,4.1,8.1,0.000000
DOWNSIDE,2027,BANK,4.1,8.2,0.000000
DOWNSIDE,2027,BANK,4.1,8.3,0.000000
DOWNSIDE,2027,BANK,4.2,0.1,0.000000
DOWNSIDE,2027,BANK,4.2,1.1,0.000000
DOWNSIDE,2027,BANK,4.2,1.2,0.000000
DOWNSIDE,2027,BANK,4.2,2.1,0.000000
DOWNSIDE,2027,BANK,4.2,2.2,0.000000
DOWNSIDE,2027,BANK,4.2,3.1,0.000000
DOWNSIDE,2027,BANK,4.2,3.2,0.000000
DOWNSIDE,2027,BANK,4.2,3.3,0.000000
DOWNSIDE,2027,BANK,4.2,4.1,0.020000
DOWNSIDE,2027,BANK,4.2,4.2,0.750000
DOWNSIDE,2027,BANK,4.2,4.3,0.160000
DOWNSIDE,2027,BANK,4.2,5.1,0.070000
DOWNSIDE,2027,BANK,4.2,5.2,0.000000
DOWNSIDE,2027,BANK,4.2,5.3,0.000000
DOWNSIDE,2027,BANK,4.2,6.1,0.000000
DOWNSIDE,2027,BANK,4.2,6.2,0.000000
DOWNSIDE,2027,BANK,4.2,7.1,0.000000
DOWNSIDE,2027,BANK,4.2,7.2,0.000000
DOWNSIDE,2027,BANK,4.2,8.1,0.000000
DOWNSIDE,2027,BANK,4.2,8.2,0.000000
DOWNSIDE,2027,BANK,4.2,8.3,0.000000
DOWNSIDE,2027,BANK,4.3,0.1,0.000000
DOWNSIDE,2027,BANK,4.3,1.1,0.000000
DOWNSIDE,2027,BANK,4.3,1.2,0.000000
DOWNSIDE,2027,BANK,4.3,2.1,0.000000
DOWNSIDE,2027,BANK,4.3,2.2,0.000000
DOWNSIDE,2027,BANK,4.3,3.1,0.000000
DOWNSIDE,2027,BANK,4.3,3.2,0.000000
DOWNSIDE,2027,BANK,4.3,3.3,0.000000
DOWNSIDE,2027,BANK,4.3,4.1,0.000000
DOWNSIDE,2027,BANK,4.3,4.2,0.020000
DOWNSIDE,2027,BANK,4.3,4.3,0.750000
DOWNSIDE,2027,BANK,4.3,5.1,0.160000
DOWNSIDE,2027,BANK,4.3,5.2,0.070000
DOWNSIDE,2027,BANK,4.3,5.3,0.000000
DOWNSIDE,2027,BANK,4.3,6.1,0.000000
DOWNSIDE,2027,BANK,4.3,6.2,0.000000
DOWNSIDE,2027,BANK,4.3,7.1,0.000000
DOWNSIDE,2027,BANK,4.3,7.2,0.000000
DOWNSIDE,2027,BANK,4.3,8.1,0.000000
DOWNSIDE,2027,BANK,4.3,8.2,0.000000
DOWNSIDE,2027,BANK,4.3,8.3,0.000000
DOWNSIDE,2027,BANK,5.1,0.1,0.000000
DOWNSIDE,2027,BANK,5.1,1.1,0.000000
DOWNSIDE,2027,BANK,5.1,1.2,0.000000
DOWNSIDE,2027,BANK,5.1,2.1,0.000000
DOWNSIDE,2027,BANK,5.1,2.2,0.000000
DOWNSIDE,2027,BANK,5.1,3.1,0.000000
DOWNSIDE,2027,BANK,5.1,3.2,0.000000
DOWNSIDE,2027,BANK,5.1,3.3,0.000000
DOWNSIDE,2027,BANK,5.1,4.1,0.000000
DOWNSIDE,2027,BANK,5.1,4.2,0.000000
DOWNSIDE,2027,BANK,5.1,4.3,0.020000
DOWNSIDE,2027,BANK,5.1,5.1,0.750000
DOWNSIDE,2027,BANK,5.1,5.2,0.160000
DOWNSIDE,2027,BANK,5.1,5.3,0.070000
DOWNSIDE,2027,BANK,5.1,6.1,0.000000
DOWNSIDE,2027,BANK,5.1,6.2,0.000000
DOWNSIDE,2027,BANK,5.1,7.1,0.000000
DOWNSIDE,2027,BANK,5.1,7.2,0.000000
DOWNSIDE,2027,BANK,5.1,8.1,0.000000
DOWNSIDE,2027,BANK,5.1,8.2,0.000000
DOWNSIDE,2027,BANK,5.1,8.3,0.000000
DOWNSIDE,2027,BANK,5.2,0.1,0.000000
DOWNSIDE,2027,BANK,5.2,1.1,0.000000
DOWNSIDE,2027,BANK,5.2,1.2,0.000000
DOWNSIDE,2027,BANK,5.2,2.1,0.000000
DOWNSIDE,2027,BANK,5.2,2.2,0.000000
DOWNSIDE,2027,BANK,5.2,3.1,0.000000
DOWNSIDE,2027,BANK,5.2,3.2,0.000000
DOWNSIDE,2027,BANK,5.2,3.3,0.000000
DOWNSIDE,2027,BANK,5.2,4.1,0.000000
DOWNSIDE,2027,BANK,5.2,4.2,0.000000
DOWNSIDE,2027,BANK,5.2,4.3,0.000000
DOWNSIDE,2027,BANK,5.2,5.1,0.020000
DOWNSIDE,2027,BANK,5.2,5.2,0.750000
DOWNSIDE,2027,BANK,5.2,5.3,0.160000
DOWNSIDE,2027,BANK,5.2,6.1,0.070000
DOWNSIDE,2027,BANK,5.2,6.2,0.000000
DOWNSIDE,2027,BANK,5.2,7.1,0.000000
DOWNSIDE,2027,BANK,5.2,7.2,0.000000
DOWNSIDE,2027,BANK,5.2,8.1,0.000000
DOWNSIDE,2027,BANK,5.2,8.2,0.000000
DOWNSIDE,2027,BANK,5.2,8.3,0.000000
DOWNSIDE,2027,BANK,5.3,0.1,0.000000
DOWNSIDE,2027,BANK,5.3,1.1,0.000000
DOWNSIDE,2027,BANK,5.3,1.2,0.000000
DOWNSIDE,2027,BANK,5.3,2.1,0.000000
DOWNSIDE,2027,BANK,5.3,2.2,0.000000
DOWNSIDE,2027,BANK,5.3,3.1,0.000000
DOWNSIDE,2027,BANK,5.3,3.2,0.000000
DOWNSIDE,2027,BANK,5.3,3.3,0.000000
DOWNSIDE,2027,BANK,5.3,4.1,0.000000
DOWNSIDE,2027,BANK,5.3,4.2,0.000000
DOWNSIDE,2027,BANK,5.3,4.3,0.000000
DOWNSIDE,2027,BANK,5.3,5.1,0.000000
DOWNSIDE,2027,BANK,5.3,5.2,0.020000
DOWNSIDE,2027,BANK,5.3,5.3,0.750000
DOWNSIDE,2027,BANK,5.3,6.1,0.160000
DOWNSIDE,2027,BANK,5.3,6.2,0.070000
DOWNSIDE,2027,BANK,5.3,7.1,0.000000
DOWNSIDE,2027,BANK,5.3,7.2,0.000000
DOWNSIDE,2027,BANK,5.3,8.1,0.000000
DOWNSIDE,2027,BANK,5.3,8.2,0.000000
DOWNSIDE,2027,BANK,5.3,8.3,0.000000
DOWNSIDE,2027,BANK,6.1,0.1,0.000000
DOWNSIDE,2027,BANK,6.1,1.1,0.000000
DOWNSIDE,2027,BANK,6.1,1.2,0.000000
DOWNSIDE,2027,BANK,6.1,2.1,0.000000
DOWNSIDE,2027,BANK,6.1,2.2,0.000000
DOWNSIDE,2027,BANK,6.1,3.1,0.000000
DOWNSIDE,2027,BANK,6.1,3.2,0.000000
DOWNSIDE,2027,BANK,6.1,3.3,0.000000
DOWNSIDE,2027,BANK,6.1,4.1,0.000000
DOWNSIDE,2027,BANK,6.1,4.2,0.000000
DOWNSIDE,2027,BANK,6.1,4.3,0.000000
DOWNSIDE,2027,BANK,6.1,5.1,0.000000
DOWNSIDE,2027,BANK,6.1,5.2,0.000000
DOWNSIDE,2027,BANK,6.1,5.3,0.020000
DOWNSIDE,2027,BANK,6.1,6.1,0.750000
DOWNSIDE,2027,BANK,6.1,6.2,0.160000
DOWNSIDE,2027,BANK,6.1,7.1,0.070000
DOWNSIDE,2027,BANK,6.1,7.2,0.000000
DOWNSIDE,2027,BANK,6.1,8.1,0.000000
DOWNSIDE,2027,BANK,6.1,8.2,0.000000
DOWNSIDE,2027,BANK,6.1,8.3,0.000000
DOWNSIDE,2027,BANK,6.2,0.1,0.000000
DOWNSIDE,2027,BANK,6.2,1.1,0.000000
DOWNSIDE,2027,BANK,6.2,1.2,0.000000
DOWNSIDE,2027,BANK,6.2,2.1,0.000000
DOWNSIDE,2027,BANK,6.2,2.2,0.000000
DOWNSIDE,2027,BANK,6.2,3.1,0.000000
DOWNSIDE,2027,BANK,6.2,3.2,0.000000
DOWNSIDE,2027,BANK,6.2,3.3,0.000000
DOWNSIDE,2027,BANK,6.2,4.1,0.000000
DOWNSIDE,2027,BANK,6.2,4.2,0.000000
DOWNSIDE,2027,BANK,6.2,4.3,0.000000
DOWNSIDE,2027,BANK,6.2,5.1,0.000000
DOWNSIDE,2027,BANK,6.2,5.2,0.000000
DOWNSIDE,2027,BANK,6.2,5.3,0.000000
DOWNSIDE,2027,BANK,6.2,6.1,0.020000
DOWNSIDE,2027,BANK,6.2,6.2,0.750000
DOWNSIDE,2027,BANK,6.2,7.1,0.160000
DOWNSIDE,2027,BANK,6.2,7.2,0.070000
DOWNSIDE,2027,BANK,6.2,8.1,0.000000
DOWNSIDE,2027,BANK,6.2,8.2,0.000000
DOWNSIDE,2027,BANK,6.2,8.3,0.000000
DOWNSIDE,2027,BANK,7.1,0.1,0.000000
DOWNSIDE,2027,BANK,7.1,1.1,0.000000
DOWNSIDE,2027,BANK,7.1,1.2,0.000000
DOWNSIDE,2027,BANK,7.1,2.1,0.000000
DOWNSIDE,2027,BANK,7.1,2.2,0.000000
DOWNSIDE,2027,BANK,7.1,3.1,0.000000
DOWNSIDE,2027,BANK,7.1,3.2,0.000000
DOWNSIDE,2027,BANK,7.1,3.3,0.000000
DOWNSIDE,2027,BANK,7.1,4.1,0.000000
DOWNSIDE,2027,BANK,7.1,4.2,0.000000
DOWNSIDE,2027,BANK,7.1,4.3,0.000000
DOWNSIDE,2027,BANK,7.1,5.1,0.000000
DOWNSIDE,2027,BANK,7.1,5.2,0.000000
DOWNSIDE,2027,BANK,7.1,5.3,0.000000
DOWNSIDE,2027,BANK,7.1,6.1,0.000000
DOWNSIDE,2027,BANK,7.1,6.2,0.020000
DOWNSIDE,2027,BANK,7.1,7.1,0.750000
DOWNSIDE,2027,BANK,7.1,7.2,0.160000
DOWNSIDE,2027,BANK,7.1,8.1,0.070000
DOWNSIDE,2027,BANK,7.1,8.2,0.000000
DOWNSIDE,2027,BANK,7.1,8.3,0.000000
DOWNSIDE,2027,BANK,7.2,0.1,0.000000
DOWNSIDE,2027,BANK,7.2,1.1,0.000000
DOWNSIDE,2027,BANK,7.2,1.2,0.000000
DOWNSIDE,2027,BANK,7.2,2.1,0.000000
DOWNSIDE,2027,BANK,7.2,2.2,0.000000
DOWNSIDE,2027,BANK,7.2,3.1,0.000000
DOWNSIDE,2027,BANK,7.2,3.2,0.000000
DOWNSIDE,2027,BANK,7.2,3.3,0.000000
DOWNSIDE,2027,BANK,7.2,4.1,0.000000
DOWNSIDE,2027,BANK,7.2,4.2,0.000000
DOWNSIDE,2027,BANK,7.2,4.3,0.000000
DOWNSIDE,2027,BANK,7.2,5.1,0.000000
DOWNSIDE,2027,BANK,7.2,5.2,0.000000
DOWNSIDE,2027,BANK,7.2,5.3,0.000000
DOWNSIDE,2027,BANK,7.2,6.1,0.000000
DOWNSIDE,2027,BANK,7.2,6.2,0.000000
DOWNSIDE,2027,BANK,7.2,7.1,0.020000
DOWNSIDE,2027,BANK,7.2,7.2,0.750000
DOWNSIDE,2027,BANK,7.2,8.1,0.160000
DOWNSIDE,2027,BANK,7.2,8.2,0.070000
DOWNSIDE,2027,BANK,7.2,8.3,0.000000
DOWNSIDE,2027,BANK,8.1,0.1,0.000000
DOWNSIDE,2027,BANK,8.1,1.1,0.000000
DOWNSIDE,2027,BANK,8.1,1.2,0.000000
DOWNSIDE,2027,BANK,8.1,2.1,0.000000
DOWNSIDE,2027,BANK,8.1,2.2,0.000000
DOWNSIDE,2027,BANK,8.1,3.1,0.000000
DOWNSIDE,2027,BANK,8.1,3.2,0.000000
DOWNSIDE,2027,BANK,8.1,3.3,0.000000
DOWNSIDE,2027,BANK,8.1,4.1,0.000000
DOWNSIDE,2027,BANK,8.1,4.2,0.000000
DOWNSIDE,2027,BANK,8.1,4.3,0.000000
DOWNSIDE,2027,BANK,8.1,5.1,0.000000
DOWNSIDE,2027,BANK,8.1,5.2,0.000000
DOWNSIDE,2027,BANK,8.1,5.3,0.000000
DOWNSIDE,2027,BANK,8.1,6.1,0.000000
DOWNSIDE,2027,BANK,8.1,6.2,0.000000
DOWNSIDE,2027,BANK,8.1,7.1,0.000000
DOWNSIDE,2027,BANK,8.1,7.2,0.020000
DOWNSIDE,2027,BANK,8.1,8.1,0.750000
DOWNSIDE,2027,BANK,8.1,8.2,0.160000
DOWNSIDE,2027,BANK,8.1,8.3,0.070000
DOWNSIDE,2027,BANK,8.2,0.1,0.000000
DOWNSIDE,2027,BANK,8.2,1.1,0.000000
DOWNSIDE,2027,BANK,8.2,1.2,0.000000
DOWNSIDE,2027,BANK,8.2,2.1,0.000000
DOWNSIDE,2027,BANK,8.2,2.2,0.000000
DOWNSIDE,2027,BANK,8.2,3.1,0.000000
DOWNSIDE,2027,BANK,8.2,3.2,0.000000
DOWNSIDE,2027,BANK,8.2,3.3,0.000000
DOWNSIDE,2027,BANK,8.2,4.1,0.000000
DOWNSIDE,2027,BANK,8.2,4.2,0.000000
DOWNSIDE,2027,BANK,8.2,4.3,0.000000
DOWNSIDE,2027,BANK,8.2,5.1,0.000000
DOWNSIDE,2027,BANK,8.2,5.2,0.000000
DOWNSIDE,2027,BANK,8.2,5.3,0.000000
DOWNSIDE,2027,BANK,8.2,6.1,0.000000
DOWNSIDE,2027,BANK,8.2,6.2,0.000000
DOWNSIDE,2027,BANK,8.2,7.1,0.000000
DOWNSIDE,2027,BANK,8.2,7.2,0.000000
DOWNSIDE,2027,BANK,8.2,8.1,0.020000
DOWNSIDE,2027,BANK,8.2,8.2,0.750000
DOWNSIDE,2027,BANK,8.2,8.3,0.230000
DOWNSIDE,2027,BANK,8.3,0.1,0.000000
DOWNSIDE,2027,BANK,8.3,1.1,0.000000
DOWNSIDE,2027,BANK,8.3,1.2,0.000000
DOWNSIDE,2027,BANK,8.3,2.1,0.000000
DOWNSIDE,2027,BANK,8.3,2.2,0.000000
DOWNSIDE,2027,BANK,8.3,3.1,0.000000
DOWNSIDE,2027,BANK,8.3,3.2,0.000000
DOWNSIDE,2027,BANK,8.3,3.3,0.000000
DOWNSIDE,2027,BANK,8.3,4.1,0.000000
DOWNSIDE,2027,BANK,8.3,4.2,0.000000
DOWNSIDE,2027,BANK,8.3,4.3,0.000000
DOWNSIDE,2027,BANK,8.3,5.1,0.000000
DOWNSIDE,2027,BANK,8.3,5.2,0.000000
DOWNSIDE,2027,BANK,8.3,5.3,0.000000
DOWNSIDE,2027,BANK,8.3,6.1,0.000000
DOWNSIDE,2027,BANK,8.3,6.2,0.000000
DOWNSIDE,2027,BANK,8.3,7.1,0.000000
DOWNSIDE,2027,BANK,8.3,7.2,0.000000
DOWNSIDE,2027,BANK,8.3,8.1,0.000000
DOWNSIDE,2027,BANK,8.3,8.2,0.020000
DOWNSIDE,2027,BANK,8.3,8.3,0.980000
DOWNSIDE,2027,CORP,0.1,0.1,0.770000
DOWNSIDE,2027,CORP,0.1,1.1,0.160000
DOWNSIDE,2027,CORP,0.1,1.2,0.070000
DOWNSIDE,2027,CORP,0.1,2.1,0.000000
DOWNSIDE,2027,CORP,0.1,2.2,0.000000
DOWNSIDE,2027,CORP,0.1,3.1,0.000000
DOWNSIDE,2027,CORP,0.1,3.2,0.000000
DOWNSIDE,2027,CORP,0.1,3.3,0.000000
DOWNSIDE,2027,CORP,0.1,4.1,0.000000
DOWNSIDE,2027,CORP,0.1,4.2,0.000000
DOWNSIDE,2027,CORP,0.1,4.3,0.000000
DOWNSIDE,2027,CORP,0.1,5.1,0.000000
DOWNSIDE,2027,CORP,0.1,5.2,0.000000
DOWNSIDE,2027,CORP,0.1,5.3,0.000000
DOWNSIDE,2027,CORP,0.1,6.1,0.000000
DOWNSIDE,2027,CORP,0.1,6.2,0.000000
DOWNSIDE,2027,CORP,0.1,7.1,0.000000
DOWNSIDE,2027,CORP,0.1,7.2,0.000000
DOWNSIDE,2027,CORP,0.1,8.1,0.000000
DOWNSIDE,2027,CORP,0.1,8.2,0.000000
DOWNSIDE,2027,CORP,0.1,8.3,0.000000
DOWNSIDE,2027,CORP,1.1,0.1,0.020000
DOWNSIDE,2027,CORP,1.1,1.1,0.750000
DOWNSIDE,2027,CORP,1.1,1.2,0.160000
DOWNSIDE,2027,CORP,1.1,2.1,0.070000
DOWNSIDE,2027,CORP,1.1,2.2,0.000000
DOWNSIDE,2027,CORP,1.1,3.1,0.000000
DOWNSIDE,2027,CORP,1.1,3.2,0.000000
DOWNSIDE,2027,CORP,1.1,3.3,0.000000
DOWNSIDE,2027,CORP,1.1,4.1,0.000000
DOWNSIDE,2027,CORP,1.1,4.2,0.000000
DOWNSIDE,2027,CORP,1.1,4.3,0.000000
DOWNSIDE,2027,CORP,1.1,5.1,0.000000
DOWNSIDE,2027,CORP,1.1,5.2,0.000000
DOWNSIDE,2027,CORP,1.1,5.3,0.000000
DOWNSIDE,2027,CORP,1.1,6.1,0.000000
DOWNSIDE,2027,CORP,1.1,6.2,0.000000
DOWNSIDE,2027,CORP,1.1,7.1,0.000000
DOWNSIDE,2027,CORP,1.1,7.2,0.000000
DOWNSIDE,2027,CORP,1.1,8.1,0.000000
DOWNSIDE,2027,CORP,1.1,8.2,0.000000
DOWNSIDE,2027,CORP,1.1,8.3,0.000000
DOWNSIDE,2027,CORP,1.2,0.1,0.000000
DOWNSIDE,2027,CORP,1.2,1.1,0.020000
