scenario_id,projection_year,entity_class,sub_class,exposure_ccy,growth_rate,amortization_rate,prepayment_rate,renewal_rate,new_origination_rate
BASE,2029,CORP,CORPORATE,USD,0.0367,0.0183,0.0159,0.9200,0.0220
BASE,2029,CORP,OBJECT_FINANCE,CHF,0.0368,0.0230,0.0078,0.9200,0.0221
BASE,2029,CORP,OBJECT_FINANCE,EUR,0.0368,0.0230,0.0204,0.9200,0.0221
BASE,2029,CORP,OBJECT_FINANCE,GBP,0.0368,0.0230,0.0132,0.9200,0.0221
BASE,2029,CORP,OBJECT_FINANCE,PLN,0.0368,0.0230,0.0078,0.9200,0.0221
BASE,2029,CORP,OBJECT_FINANCE,SEK,0.0368,0.0230,0.0217,0.9200,0.0221
BASE,2029,CORP,OBJECT_FINANCE,USD,0.0368,0.0230,0.0159,0.9200,0.0221
BASE,2029,CORP,PROJECT_FINANCE,CHF,0.0242,0.0165,0.0078,0.9200,0.0145
BASE,2029,CORP,PROJECT_FINANCE,EUR,0.0242,0.0165,0.0204,0.9200,0.0145
BASE,2029,CORP,PROJECT_FINANCE,GBP,0.0242,0.0165,0.0132,0.9200,0.0145
BASE,2029,CORP,PROJECT_FINANCE,PLN,0.0242,0.0165,0.0078,0.9200,0.0145
BASE,2029,CORP,PROJECT_FINANCE,SEK,0.0242,0.0165,0.0217,0.9200,0.0145
BASE,2029,CORP,PROJECT_FINANCE,USD,0.0242,0.0165,0.0159,0.9200,0.0145
BASE,2029,CORP,SPECIALISED_LENDING,CHF,0.0243,0.0365,0.0078,0.9200,0.0146
BASE,2029,CORP,SPECIALISED_LENDING,EUR,0.0243,0.0365,0.0204,0.9200,0.0146
BASE,2029,CORP,SPECIALISED_LENDING,GBP,0.0243,0.0365,0.0132,0.9200,0.0146
BASE,2029,CORP,SPECIALISED_LENDING,PLN,0.0243,0.0365,0.0078,0.9200,0.0146
BASE,2029,CORP,SPECIALISED_LENDING,SEK,0.0243,0.0365,0.0217,0.9200,0.0146
BASE,2029,CORP,SPECIALISED_LENDING,USD,0.0243,0.0365,0.0159,0.9200,0.0146
BASE,2029,FI,FINANCIAL_INSTITUTION,CHF,0.0080,0.0202,0.0078,0.9600,0.0048
BASE,2029,FI,FINANCIAL_INSTITUTION,EUR,0.0080,0.0202,0.0204,0.9600,0.0048
BASE,2029,FI,FINANCIAL_INSTITUTION,GBP,0.0080,0.0202,0.0132,0.9600,0.0048
BASE,2029,FI,FINANCIAL_INSTITUTION,PLN,0.0080,0.0202,0.0078,0.9600,0.0048
BASE,2029,FI,FINANCIAL_INSTITUTION,SEK,0.0080,0.0202,0.0217,0.9600,0.0048
BASE,2029,FI,FINANCIAL_INSTITUTION,USD,0.0080,0.0202,0.0159,0.9600,0.0048
BASE,2029,MDB,GENERAL,CHF,-0.0026,0.0301,0.0078,0.9600,0.0000
BASE,2029,MDB,GENERAL,EUR,-0.0026,0.0301,0.0204,0.9600,0.0000
BASE,2029,MDB,GENERAL,GBP,-0.0026,0.0301,0.0132,0.9600,0.0000
BASE,2029,MDB,GENERAL,PLN,-0.0026,0.0301,0.0078,0.9600,0.0000
BASE,2029,MDB,GENERAL,SEK,-0.0026,0.0301,0.0217,0.9600,0.0000
BASE,2029,MDB,GENERAL,USD,-0.0026,0.0301,0.0159,0.9600,0.0000
BASE,2029,OTHER,OTHER,CHF,0.0030,0.0306,0.0078,0.9600,0.0018
BASE,2029,OTHER,OTHER,EUR,0.0030,0.0306,0.0204,0.9600,0.0018
BASE,2029,OTHER,OTHER,GBP,0.0030,0.0306,0.0132,0.9600,0.0018
BASE,2029,OTHER,OTHER,SEK,0.0030,0.0306,0.0217,0.9600,0.0018
BASE,2029,OTHER,OTHER,USD,0.0030,0.0306,0.0159,0.9600,0.0018
BASE,2029,PSE,GENERAL,CHF,-0.0043,0.0301,0.0078,0.9600,0.0000
BASE,2029,PSE,GENERAL,EUR,-0.0043,0.0301,0.0204,0.9600,0.0000
BASE,2029,PSE,GENERAL,GBP,-0.0043,0.0301,0.0132,0.9600,0.0000
BASE,2029,PSE,GENERAL,PLN,-0.0043,0.0301,0.0078,0.9600,0.0000
BASE,2029,PSE,GENERAL,SEK,-0.0043,0.0301,0.0217,0.9600,0.0000
BASE,2029,PSE,GENERAL,USD,-0.0043,0.0301,0.0159,0.9600,0.0000
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,0.0290,0.0217,0.0078,0.9200,0.0174
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,0.0290,0.0217,0.0204,0.9200,0.0174
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,0.0290,0.0217,0.0132,0.9200,0.0174
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,0.0290,0.0217,0.0078,0.9200,0.0174
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,0.0290,0.0217,0.0217,0.9200,0.0174
BASE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,0.0290,0.0217,0.0159,0.9200,0.0174
BASE,2029,RETAIL,RETAIL,CHF,0.0214,0.0372,0.0078,0.9200,0.0128
BASE,2029,RETAIL,RETAIL,EUR,0.0214,0.0372,0.0204,0.9200,0.0128
BASE,2029,RETAIL,RETAIL,GBP,0.0214,0.0372,0.0132,0.9200,0.0128
BASE,2029,RETAIL,RETAIL,PLN,0.0214,0.0372,0.0078,0.9200,0.0128
BASE,2029,RETAIL,RETAIL,SEK,0.0214,0.0372,0.0217,0.9200,0.0128
BASE,2029,RETAIL,RETAIL,USD,0.0214,0.0372,0.0159,0.9200,0.0128
BASE,2029,SOV,SOVEREIGN,CHF,-0.0039,0.0263,0.0078,0.9600,0.0000
BASE,2029,SOV,SOVEREIGN,EUR,-0.0039,0.0263,0.0204,0.9600,0.0000
BASE,2029,SOV,SOVEREIGN,GBP,-0.0039,0.0263,0.0132,0.9600,0.0000
BASE,2029,SOV,SOVEREIGN,PLN,-0.0039,0.0263,0.0078,0.9600,0.0000
BASE,2029,SOV,SOVEREIGN,SEK,-0.0039,0.0263,0.0217,0.9600,0.0000
BASE,2029,SOV,SOVEREIGN,USD,-0.0039,0.0263,0.0159,0.9600,0.0000
BASE,2030,BANK,BANK,CHF,0.0041,0.0249,0.0183,0.9600,0.0024
BASE,2030,BANK,BANK,EUR,0.0041,0.0249,0.0201,0.9600,0.0024
BASE,2030,BANK,BANK,GBP,0.0041,0.0249,0.0130,0.9600,0.0024
BASE,2030,BANK,BANK,PLN,0.0041,0.0249,0.0182,0.9600,0.0024
BASE,2030,BANK,BANK,SEK,0.0041,0.0249,0.0219,0.9600,0.0024
BASE,2030,BANK,BANK,USD,0.0041,0.0249,0.0148,0.9600,0.0024
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0215,0.0274,0.0183,0.9200,0.0129
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0215,0.0274,0.0201,0.9200,0.0129
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0215,0.0274,0.0130,0.9200,0.0129
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0215,0.0274,0.0182,0.9200,0.0129
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0215,0.0274,0.0219,0.9200,0.0129
BASE,2030,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0215,0.0274,0.0148,0.9200,0.0129
BASE,2030,CORP,COMMODITIES_FINANCE,CHF,0.0350,0.0316,0.0183,0.9200,0.0210
BASE,2030,CORP,COMMODITIES_FINANCE,EUR,0.0350,0.0316,0.0201,0.9200,0.0210
BASE,2030,CORP,COMMODITIES_FINANCE,GBP,0.0350,0.0316,0.0130,0.9200,0.0210
BASE,2030,CORP,COMMODITIES_FINANCE,PLN,0.0350,0.0316,0.0182,0.9200,0.0210
BASE,2030,CORP,COMMODITIES_FINANCE,SEK,0.0350,0.0316,0.0219,0.9200,0.0210
BASE,2030,CORP,COMMODITIES_FINANCE,USD,0.0350,0.0316,0.0148,0.9200,0.0210
BASE,2030,CORP,CORPORATE,CHF,0.0287,0.0356,0.0183,0.9200,0.0172
BASE,2030,CORP,CORPORATE,EUR,0.0287,0.0356,0.0201,0.9200,0.0172
BASE,2030,CORP,CORPORATE,GBP,0.0287,0.0356,0.0130,0.9200,0.0172
BASE,2030,CORP,CORPORATE,PLN,0.0287,0.0356,0.0182,0.9200,0.0172
BASE,2030,CORP,CORPORATE,SEK,0.0287,0.0356,0.0219,0.9200,0.0172
BASE,2030,CORP,CORPORATE,USD,0.0287,0.0356,0.0148,0.9200,0.0172
BASE,2030,CORP,OBJECT_FINANCE,CHF,0.0248,0.0338,0.0183,0.9200,0.0149
BASE,2030,CORP,OBJECT_FINANCE,EUR,0.0248,0.0338,0.0201,0.9200,0.0149
BASE,2030,CORP,OBJECT_FINANCE,GBP,0.0248,0.0338,0.0130,0.9200,0.0149
BASE,2030,CORP,OBJECT_FINANCE,PLN,0.0248,0.0338,0.0182,0.9200,0.0149
BASE,2030,CORP,OBJECT_FINANCE,SEK,0.0248,0.0338,0.0219,0.9200,0.0149
BASE,2030,CORP,OBJECT_FINANCE,USD,0.0248,0.0338,0.0148,0.9200,0.0149
BASE,2030,CORP,PROJECT_FINANCE,CHF,0.0272,0.0439,0.0183,0.9200,0.0163
BASE,2030,CORP,PROJECT_FINANCE,EUR,0.0272,0.0439,0.0201,0.9200,0.0163
BASE,2030,CORP,PROJECT_FINANCE,GBP,0.0272,0.0439,0.0130,0.9200,0.0163
BASE,2030,CORP,PROJECT_FINANCE,PLN,0.0272,0.0439,0.0182,0.9200,0.0163
BASE,2030,CORP,PROJECT_FINANCE,SEK,0.0272,0.0439,0.0219,0.9200,0.0163
BASE,2030,CORP,PROJECT_FINANCE,USD,0.0272,0.0439,0.0148,0.9200,0.0163
BASE,2030,CORP,SPECIALISED_LENDING,CHF,0.0247,0.0207,0.0183,0.9200,0.0148
BASE,2030,CORP,SPECIALISED_LENDING,EUR,0.0247,0.0207,0.0201,0.9200,0.0148
BASE,2030,CORP,SPECIALISED_LENDING,GBP,0.0247,0.0207,0.0130,0.9200,0.0148
BASE,2030,CORP,SPECIALISED_LENDING,PLN,0.0247,0.0207,0.0182,0.9200,0.0148
BASE,2030,CORP,SPECIALISED_LENDING,SEK,0.0247,0.0207,0.0219,0.9200,0.0148
BASE,2030,CORP,SPECIALISED_LENDING,USD,0.0247,0.0207,0.0148,0.9200,0.0148
BASE,2030,FI,FINANCIAL_INSTITUTION,CHF,0.0077,0.0397,0.0183,0.9600,0.0046
BASE,2030,FI,FINANCIAL_INSTITUTION,EUR,0.0077,0.0397,0.0201,0.9600,0.0046
BASE,2030,FI,FINANCIAL_INSTITUTION,GBP,0.0077,0.0397,0.0130,0.9600,0.0046
BASE,2030,FI,FINANCIAL_INSTITUTION,PLN,0.0077,0.0397,0.0182,0.9600,0.0046
BASE,2030,FI,FINANCIAL_INSTITUTION,SEK,0.0077,0.0397,0.0219,0.9600,0.0046
BASE,2030,FI,FINANCIAL_INSTITUTION,USD,0.0077,0.0397,0.0148,0.9600,0.0046
BASE,2030,MDB,GENERAL,CHF,0.0122,0.0330,0.0183,0.9600,0.0073
BASE,2030,MDB,GENERAL,EUR,0.0122,0.0330,0.0201,0.9600,0.0073
BASE,2030,MDB,GENERAL,GBP,0.0122,0.0330,0.0130,0.9600,0.0073
BASE,2030,MDB,GENERAL,PLN,0.0122,0.0330,0.0182,0.9600,0.0073
BASE,2030,MDB,GENERAL,SEK,0.0122,0.0330,0.0219,0.9600,0.0073
BASE,2030,MDB,GENERAL,USD,0.0122,0.0330,0.0148,0.9600,0.0073
BASE,2030,OTHER,OTHER,CHF,0.0049,0.0311,0.0183,0.9600,0.0029
BASE,2030,OTHER,OTHER,EUR,0.0049,0.0311,0.0201,0.9600,0.0029
BASE,2030,OTHER,OTHER,GBP,0.0049,0.0311,0.0130,0.9600,0.0029
BASE,2030,OTHER,OTHER,SEK,0.0049,0.0311,0.0219,0.9600,0.0029
BASE,2030,OTHER,OTHER,USD,0.0049,0.0311,0.0148,0.9600,0.0029
BASE,2030,PSE,GENERAL,CHF,-0.0035,0.0330,0.0183,0.9600,0.0000
BASE,2030,PSE,GENERAL,EUR,-0.0035,0.0330,0.0201,0.9600,0.0000
BASE,2030,PSE,GENERAL,GBP,-0.0035,0.0330,0.0130,0.9600,0.0000
BASE,2030,PSE,GENERAL,PLN,-0.0035,0.0330,0.0182,0.9600,0.0000
BASE,2030,PSE,GENERAL,SEK,-0.0035,0.0330,0.0219,0.9600,0.0000
BASE,2030,PSE,GENERAL,USD,-0.0035,0.0330,0.0148,0.9600,0.0000
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,0.0299,0.0276,0.0183,0.9200,0.0180
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,0.0299,0.0276,0.0201,0.9200,0.0180
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,0.0299,0.0276,0.0130,0.9200,0.0180
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,0.0299,0.0276,0.0182,0.9200,0.0180
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,0.0299,0.0276,0.0219,0.9200,0.0180
BASE,2030,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,0.0299,0.0276,0.0148,0.9200,0.0180
BASE,2030,RETAIL,RETAIL,CHF,0.0343,0.0169,0.0183,0.9200,0.0206
BASE,2030,RETAIL,RETAIL,EUR,0.0343,0.0169,0.0201,0.9200,0.0206
BASE,2030,RETAIL,RETAIL,GBP,0.0343,0.0169,0.0130,0.9200,0.0206
BASE,2030,RETAIL,RETAIL,PLN,0.0343,0.0169,0.0182,0.9200,0.0206
BASE,2030,RETAIL,RETAIL,SEK,0.0343,0.0169,0.0219,0.9200,0.0206
BASE,2030,RETAIL,RETAIL,USD,0.0343,0.0169,0.0148,0.9200,0.0206
BASE,2030,SOV,SOVEREIGN,CHF,0.0076,0.0377,0.0183,0.9600,0.0046
BASE,2030,SOV,SOVEREIGN,EUR,0.0076,0.0377,0.0201,0.9600,0.0046
BASE,2030,SOV,SOVEREIGN,GBP,0.0076,0.0377,0.0130,0.9600,0.0046
BASE,2030,SOV,SOVEREIGN,PLN,0.0076,0.0377,0.0182,0.9600,0.0046
BASE,2030,SOV,SOVEREIGN,SEK,0.0076,0.0377,0.0219,0.9600,0.0046
BASE,2030,SOV,SOVEREIGN,USD,0.0076,0.0377,0.0148,0.9600,0.0046
DOWNSIDE,2026,BANK,BANK,CHF,-0.0129,0.0366,0.0138,0.8800,0.0000
DOWNSIDE,2026,BANK,BANK,EUR,-0.0129,0.0366,0.0130,0.8800,0.0000
DOWNSIDE,2026,BANK,BANK,GBP,-0.0129,0.0366,0.0237,0.8800,0.0000
DOWNSIDE,2026,BANK,BANK,PLN,-0.0129,0.0366,0.0099,0.8800,0.0000
DOWNSIDE,2026,BANK,BANK,SEK,-0.0129,0.0366,0.0189,0.8800,0.0000
DOWNSIDE,2026,BANK,BANK,USD,-0.0129,0.0366,0.0147,0.8800,0.0000
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0102,0.0252,0.0138,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0102,0.0252,0.0130,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0102,0.0252,0.0237,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0102,0.0252,0.0099,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0102,0.0252,0.0189,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0102,0.0252,0.0147,0.8400,0.0061
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,CHF,0.0040,0.0317,0.0138,0.8400,0.0024
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,EUR,0.0040,0.0317,0.0130,0.8400,0.0024
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,GBP,0.0040,0.0317,0.0237,0.8400,0.0024
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,PLN,0.0040,0.0317,0.0099,0.8400,0.0024
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,SEK,0.0040,0.0317,0.0189,0.8400,0.0024
DOWNSIDE,2026,CORP,COMMODITIES_FINANCE,USD,0.0040,0.0317,0.0147,0.8400,0.0024
DOWNSIDE,2026,CORP,CORPORATE,CHF,0.0057,0.0194,0.0138,0.8400,0.0034
DOWNSIDE,2026,CORP,CORPORATE,EUR,0.0057,0.0194,0.0130,0.8400,0.0034
DOWNSIDE,2026,CORP,CORPORATE,GBP,0.0057,0.0194,0.0237,0.8400,0.0034
DOWNSIDE,2026,CORP,CORPORATE,PLN,0.0057,0.0194,0.0099,0.8400,0.0034
DOWNSIDE,2026,CORP,CORPORATE,SEK,0.0057,0.0194,0.0189,0.8400,0.0034
DOWNSIDE,2026,CORP,CORPORATE,USD,0.0057,0.0194,0.0147,0.8400,0.0034
DOWNSIDE,2026,CORP,OBJECT_FINANCE,CHF,0.0110,0.0154,0.0138,0.8400,0.0066
DOWNSIDE,2026,CORP,OBJECT_FINANCE,EUR,0.0110,0.0154,0.0130,0.8400,0.0066
DOWNSIDE,2026,CORP,OBJECT_FINANCE,GBP,0.0110,0.0154,0.0237,0.8400,0.0066
DOWNSIDE,2026,CORP,OBJECT_FINANCE,PLN,0.0110,0.0154,0.0099,0.8400,0.0066
DOWNSIDE,2026,CORP,OBJECT_FINANCE,SEK,0.0110,0.0154,0.0189,0.8400,0.0066
DOWNSIDE,2026,CORP,OBJECT_FINANCE,USD,0.0110,0.0154,0.0147,0.8400,0.0066
DOWNSIDE,2026,CORP,PROJECT_FINANCE,CHF,0.0030,0.0309,0.0138,0.8400,0.0018
DOWNSIDE,2026,CORP,PROJECT_FINANCE,EUR,0.0030,0.0309,0.0130,0.8400,0.0018
DOWNSIDE,2026,CORP,PROJECT_FINANCE,GBP,0.0030,0.0309,0.0237,0.8400,0.0018
DOWNSIDE,2026,CORP,PROJECT_FINANCE,PLN,0.0030,0.0309,0.0099,0.8400,0.0018
DOWNSIDE,2026,CORP,PROJECT_FINANCE,SEK,0.0030,0.0309,0.0189,0.8400,0.0018
DOWNSIDE,2026,CORP,PROJECT_FINANCE,USD,0.0030,0.0309,0.0147,0.8400,0.0018
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,CHF,0.0092,0.0292,0.0138,0.8400,0.0055
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,EUR,0.0092,0.0292,0.0130,0.8400,0.0055
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,GBP,0.0092,0.0292,0.0237,0.8400,0.0055
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,PLN,0.0092,0.0292,0.0099,0.8400,0.0055
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,SEK,0.0092,0.0292,0.0189,0.8400,0.0055
DOWNSIDE,2026,CORP,SPECIALISED_LENDING,USD,0.0092,0.0292,0.0147,0.8400,0.0055
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,CHF,-0.0089,0.0430,0.0138,0.8800,0.0000
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,EUR,-0.0089,0.0430,0.0130,0.8800,0.0000
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,GBP,-0.0089,0.0430,0.0237,0.8800,0.0000
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,PLN,-0.0089,0.0430,0.0099,0.8800,0.0000
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,SEK,-0.0089,0.0430,0.0189,0.8800,0.0000
DOWNSIDE,2026,FI,FINANCIAL_INSTITUTION,USD,-0.0089,0.0430,0.0147,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,CHF,-0.0275,0.0195,0.0138,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,EUR,-0.0275,0.0195,0.0130,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,GBP,-0.0275,0.0195,0.0237,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,PLN,-0.0275,0.0195,0.0099,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,SEK,-0.0275,0.0195,0.0189,0.8800,0.0000
DOWNSIDE,2026,MDB,GENERAL,USD,-0.0275,0.0195,0.0147,0.8800,0.0000
DOWNSIDE,2026,OTHER,OTHER,CHF,-0.0218,0.0258,0.0138,0.8800,0.0000
DOWNSIDE,2026,OTHER,OTHER,EUR,-0.0218,0.0258,0.0130,0.8800,0.0000
DOWNSIDE,2026,OTHER,OTHER,GBP,-0.0218,0.0258,0.0237,0.8800,0.0000
DOWNSIDE,2026,OTHER,OTHER,SEK,-0.0218,0.0258,0.0189,0.8800,0.0000
DOWNSIDE,2026,OTHER,OTHER,USD,-0.0218,0.0258,0.0147,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,CHF,-0.0289,0.0195,0.0138,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,EUR,-0.0289,0.0195,0.0130,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,GBP,-0.0289,0.0195,0.0237,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,PLN,-0.0289,0.0195,0.0099,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,SEK,-0.0289,0.0195,0.0189,0.8800,0.0000
DOWNSIDE,2026,PSE,GENERAL,USD,-0.0289,0.0195,0.0147,0.8800,0.0000
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,0.0037,0.0276,0.0138,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,0.0037,0.0276,0.0130,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,0.0037,0.0276,0.0237,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,0.0037,0.0276,0.0099,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,0.0037,0.0276,0.0189,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,0.0037,0.0276,0.0147,0.8400,0.0022
DOWNSIDE,2026,RETAIL,RETAIL,CHF,-0.0027,0.0316,0.0138,0.8400,0.0000
DOWNSIDE,2026,RETAIL,RETAIL,EUR,-0.0027,0.0316,0.0130,0.8400,0.0000
DOWNSIDE,2026,RETAIL,RETAIL,GBP,-0.0027,0.0316,0.0237,0.8400,0.0000
DOWNSIDE,2026,RETAIL,RETAIL,PLN,-0.0027,0.0316,0.0099,0.8400,0.0000
DOWNSIDE,2026,RETAIL,RETAIL,SEK,-0.0027,0.0316,0.0189,0.8400,0.0000
DOWNSIDE,2026,RETAIL,RETAIL,USD,-0.0027,0.0316,0.0147,0.8400,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,CHF,-0.0170,0.0240,0.0138,0.8800,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,EUR,-0.0170,0.0240,0.0130,0.8800,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,GBP,-0.0170,0.0240,0.0237,0.8800,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,PLN,-0.0170,0.0240,0.0099,0.8800,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,SEK,-0.0170,0.0240,0.0189,0.8800,0.0000
DOWNSIDE,2026,SOV,SOVEREIGN,USD,-0.0170,0.0240,0.0147,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,CHF,-0.0060,0.0166,0.0068,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,EUR,-0.0060,0.0166,0.0054,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,GBP,-0.0060,0.0166,0.0154,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,PLN,-0.0060,0.0166,0.0204,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,SEK,-0.0060,0.0166,0.0211,0.8800,0.0000
DOWNSIDE,2027,BANK,BANK,USD,-0.0060,0.0166,0.0209,0.8800,0.0000
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0012,0.0357,0.0068,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0012,0.0357,0.0054,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0012,0.0357,0.0154,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0012,0.0357,0.0204,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0012,0.0357,0.0211,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0012,0.0357,0.0209,0.8400,0.0007
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,CHF,0.0054,0.0390,0.0068,0.8400,0.0032
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,EUR,0.0054,0.0390,0.0054,0.8400,0.0032
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,GBP,0.0054,0.0390,0.0154,0.8400,0.0032
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,PLN,0.0054,0.0390,0.0204,0.8400,0.0032
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,SEK,0.0054,0.0390,0.0211,0.8400,0.0032
DOWNSIDE,2027,CORP,COMMODITIES_FINANCE,USD,0.0054,0.0390,0.0209,0.8400,0.0032
DOWNSIDE,2027,CORP,CORPORATE,CHF,0.0141,0.0293,0.0068,0.8400,0.0085
DOWNSIDE,2027,CORP,CORPORATE,EUR,0.0141,0.0293,0.0054,0.8400,0.0085
DOWNSIDE,2027,CORP,CORPORATE,GBP,0.0141,0.0293,0.0154,0.8400,0.0085
DOWNSIDE,2027,CORP,CORPORATE,PLN,0.0141,0.0293,0.0204,0.8400,0.0085
DOWNSIDE,2027,CORP,CORPORATE,SEK,0.0141,0.0293,0.0211,0.8400,0.0085
DOWNSIDE,2027,CORP,CORPORATE,USD,0.0141,0.0293,0.0209,0.8400,0.0085
DOWNSIDE,2027,CORP,OBJECT_FINANCE,CHF,-0.0050,0.0153,0.0068,0.8400,0.0000
DOWNSIDE,2027,CORP,OBJECT_FINANCE,EUR,-0.0050,0.0153,0.0054,0.8400,0.0000
DOWNSIDE,2027,CORP,OBJECT_FINANCE,GBP,-0.0050,0.0153,0.0154,0.8400,0.0000
DOWNSIDE,2027,CORP,OBJECT_FINANCE,PLN,-0.0050,0.0153,0.0204,0.8400,0.0000
DOWNSIDE,2027,CORP,OBJECT_FINANCE,SEK,-0.0050,0.0153,0.0211,0.8400,0.0000
DOWNSIDE,2027,CORP,OBJECT_FINANCE,USD,-0.0050,0.0153,0.0209,0.8400,0.0000
DOWNSIDE,2027,CORP,PROJECT_FINANCE,CHF,0.0093,0.0441,0.0068,0.8400,0.0056
DOWNSIDE,2027,CORP,PROJECT_FINANCE,EUR,0.0093,0.0441,0.0054,0.8400,0.0056
DOWNSIDE,2027,CORP,PROJECT_FINANCE,GBP,0.0093,0.0441,0.0154,0.8400,0.0056
DOWNSIDE,2027,CORP,PROJECT_FINANCE,PLN,0.0093,0.0441,0.0204,0.8400,0.0056
